RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,date,rental_price
69448,9473,27608,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,1/31/2025,2171.120151
59185,9474,3755,zip,NH,NH,Hanover,"Lebanon, NH-VT",Grafton County,1/31/2025,
96946,9476,92610,zip,CA,CA,Lake Forest,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1/31/2025,3178.684611
73255,9480,34996,zip,FL,FL,,"Port St. Lucie, FL",Martin County,1/31/2025,2762.661674
399581,9480,33966,zip,FL,FL,Fort Myers,"Cape Coral-Fort Myers, FL",Lee County,1/31/2025,1951.356774
91010,9482,75650,zip,TX,TX,Hallsville,"Longview, TX",Harrison County,1/31/2025,
99598,9485,98148,zip,WA,WA,Burien,"Seattle-Tacoma-Bellevue, WA",King County,1/31/2025,1815.224031
86360,9488,64123,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,1/31/2025,
71012,9489,30290,zip,GA,GA,Tyrone,"Atlanta-Sandy Springs-Alpharetta, GA",Fayette County,1/31/2025,
73397,9494,35228,zip,AL,AL,Midfield,"Birmingham-Hoover, AL",Jefferson County,1/31/2025,1084.664775
93734,9495,81226,zip,CO,CO,Florence,"Ca-Â¦on City, CO",Fremont County,1/31/2025,
89742,9497,72753,zip,AR,AR,Prairie Grove,"Fayetteville-Springdale-Rogers, AR",Washington County,1/31/2025,
70265,9498,29033,zip,SC,SC,Cayce,"Columbia, SC",Lexington County,1/31/2025,
73333,9501,35125,zip,AL,AL,Pell City,"Birmingham-Hoover, AL",Saint Clair County,1/31/2025,
63934,9503,15203,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,1/31/2025,1673.489382
87033,9511,66012,zip,KS,KS,Bonner Springs,"Kansas City, MO-KS",Wyandotte County,1/31/2025,
92632,9513,78721,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,1/31/2025,2013.836734
62314,9517,11968,zip,NY,NY,Southampton,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,1/31/2025,30031.93121
92029,9517,77563,zip,TX,TX,Hitchcock,"Houston-The Woodlands-Sugar Land, TX",Galveston County,1/31/2025,
69441,9523,27601,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,1/31/2025,1769.328429
58811,9525,2563,zip,MA,MA,Sandwich,"Barnstable Town, MA",Barnstable County,1/31/2025,
86361,9530,64124,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,1/31/2025,1099.231359
88742,9533,70669,zip,LA,LA,Westlake,"Lake Charles, LA",Calcasieu Parish,1/31/2025,1227.238821
96580,9542,92007,zip,CA,CA,Encinitas,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1/31/2025,5136.826759
66059,9549,19806,zip,DE,DE,Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,1/31/2025,1658.989071
89908,9564,73078,zip,OK,OK,Piedmont,"Oklahoma City, OK",Canadian County,1/31/2025,1710.60022
63938,9568,15207,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,1/31/2025,1297.880865
85327,9569,62095,zip,IL,IL,Wood River,"St. Louis, MO-IL",Madison County,1/31/2025,
67225,9578,22307,zip,VA,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,1/31/2025,
72080,9582,32579,zip,FL,FL,Shalimar,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,1/31/2025,2155.830974
70561,9586,29572,zip,SC,SC,Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County,1/31/2025,1585.793003
93723,9590,81201,zip,CO,CO,Salida,,Chaffee County,1/31/2025,
72863,9592,33853,zip,FL,FL,Lake Wales,"Lakeland-Winter Haven, FL",Polk County,1/31/2025,1335.818706
58522,9594,1862,zip,MA,MA,Billerica,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1/31/2025,
70972,9601,30230,zip,GA,GA,Hogansville,"LaGrange, GA-AL",Troup County,1/31/2025,
90897,9602,75428,zip,TX,TX,Commerce,"Dallas-Fort Worth-Arlington, TX",Hunt County,1/31/2025,
77313,9605,44714,zip,OH,OH,Canton,"Canton-Massillon, OH",Stark County,1/31/2025,
86390,9607,64156,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Clay County,1/31/2025,
71505,9609,31320,zip,GA,GA,Midway,"Hinesville, GA",Liberty County,1/31/2025,
90309,9615,74126,zip,OK,OK,Tulsa,"Tulsa, OK",Osage County,1/31/2025,1142.658843
64621,9628,16507,zip,PA,PA,Erie,"Erie, PA",Erie County,1/31/2025,869.8240503
96975,9629,92657,zip,CA,CA,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1/31/2025,5259.180953
85921,9633,63103,zip,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,1/31/2025,1378.942688
87143,9653,66227,zip,KS,KS,Lenexa,"Kansas City, MO-KS",Johnson County,1/31/2025,
82470,9655,55812,zip,MN,MN,Duluth,"Duluth, MN-WI",Saint Louis County,1/31/2025,1476.998403
62480,9659,12210,zip,NY,NY,Albany,"Albany-Schenectady-Troy, NY",Albany County,1/31/2025,1296.580186
64203,9668,15632,zip,PA,PA,Murrysville,"Pittsburgh, PA",Westmoreland County,1/31/2025,
84522,9670,60471,zip,IL,IL,Richton Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,
89896,9671,73065,zip,OK,OK,Newcastle,"Oklahoma City, OK",McClain County,1/31/2025,1611.278888
68555,9673,25311,zip,WV,WV,Charleston,"Charleston, WV",Kanawha County,1/31/2025,
99717,9675,98327,zip,WA,WA,Dupont,"Seattle-Tacoma-Bellevue, WA",Pierce County,1/31/2025,2603.759384
91247,9677,76102,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1/31/2025,1411.608573
81353,9687,53527,zip,WI,WI,Cottage Grove,"Madison, WI",Dane County,1/31/2025,1458.220467
74623,9688,38060,zip,TN,TN,Oakland,"Memphis, TN-MS-AR",Fayette County,1/31/2025,2251.156214
65687,9690,19004,zip,PA,PA,Bala-Cynwyd,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,1/31/2025,2172.28153
75223,9695,39232,zip,MS,MS,Flowood,"Jackson, MS",Rankin County,1/31/2025,1524.012804
65098,9698,17540,zip,PA,PA,Leola,"Lancaster, PA",Lancaster County,1/31/2025,
86855,9702,65584,zip,MO,MO,Saint Robert,"Fort Leonard Wood, MO",Pulaski County,1/31/2025,1121.207522
69770,9711,28207,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1/31/2025,2075.506045
91458,9715,76537,zip,TX,TX,Jarrell,"Austin-Round Rock-Georgetown, TX",Williamson County,1/31/2025,1774.285384
69190,9716,27045,zip,NC,NC,Rural Hall,"Winston-Salem, NC",Forsyth County,1/31/2025,
61619,9718,10005,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1/31/2025,4340.48718
71033,9724,30313,zip,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,1/31/2025,1822.887456
99797,9726,98418,zip,WA,WA,Tacoma,"Seattle-Tacoma-Bellevue, WA",Pierce County,1/31/2025,
88480,9726,70116,zip,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,1/31/2025,1588.135897
66587,9730,20732,zip,MD,MD,Chesapeake Beach,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert County,1/31/2025,
91233,9731,76084,zip,TX,TX,,"Dallas-Fort Worth-Arlington, TX",Johnson County,1/31/2025,1985.129657
73111,9742,34453,zip,FL,FL,Inverness,"Homosassa Springs, FL",Citrus County,1/31/2025,
73630,9751,35824,zip,AL,AL,Huntsville,"Huntsville, AL",Madison County,1/31/2025,1358.362786
92298,9755,78202,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1/31/2025,1490.633145
83027,9758,56721,zip,MN,MN,East Grand Forks,"Grand Forks, ND-MN",Polk County,1/31/2025,
77015,9759,44115,zip,OH,OH,Cleveland,"Cleveland-Elyria, OH",Cuyahoga County,1/31/2025,1739.149332
62479,9759,12209,zip,NY,NY,Albany,"Albany-Schenectady-Troy, NY",Albany County,1/31/2025,
92665,9766,78756,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,1/31/2025,1823.746788
87238,9777,66607,zip,KS,KS,Topeka,"Topeka, KS",Shawnee County,1/31/2025,
61835,9780,10522,zip,NY,NY,Dobbs Ferry,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,1/31/2025,3069.937209
78761,9782,47804,zip,IN,IN,Terre Haute,"Terre Haute, IN",Vigo County,1/31/2025,
78285,9783,46803,zip,IN,IN,Fort Wayne,"Fort Wayne, IN",Allen County,1/31/2025,
90626,9787,75021,zip,TX,TX,Denison,"Sherman-Denison, TX",Grayson County,1/31/2025,
70281,9788,29054,zip,SC,SC,Gilbert,"Columbia, SC",Lexington County,1/31/2025,
93306,9794,80230,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,1/31/2025,1972.655838
72023,9801,32501,zip,FL,FL,Pensacola,"Pensacola-Ferry Pass-Brent, FL",Escambia County,1/31/2025,2050.564477
94284,9808,83712,zip,ID,ID,Boise,"Boise City, ID",Ada County,1/31/2025,
82275,9809,55425,zip,MN,MN,Bloomington,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1/31/2025,1427.386565
90700,9813,75114,zip,TX,TX,Crandall,"Dallas-Fort Worth-Arlington, TX",Kaufman County,1/31/2025,1856.168603
89381,9814,72114,zip,AR,AR,North Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,1/31/2025,990.6611251
60972,9815,8083,zip,NJ,NJ,Somerdale,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,1/31/2025,
100236,9824,99518,zip,AK,AK,Anchorage,"Anchorage, AK",Anchorage Borough,1/31/2025,
61945,9825,10960,zip,NY,NY,Nyack,"New York-Newark-Jersey City, NY-NJ-PA",Rockland County,1/31/2025,2659.743765
67919,9828,24016,zip,VA,VA,Roanoke,"Roanoke, VA",Roanoke City,1/31/2025,1246.608784
63921,9834,15137,zip,PA,PA,North Versailles,"Pittsburgh, PA",Allegheny County,1/31/2025,
73382,9835,35212,zip,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,1/31/2025,1136.193233
65744,9838,19072,zip,PA,PA,Narberth,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,1/31/2025,
68601,9843,25419,zip,WV,WV,Falling Waters,"Hagerstown-Martinsburg, MD-WV",Berkeley County,1/31/2025,1822.088292
92831,9849,79102,zip,TX,TX,Amarillo,"Amarillo, TX",Potter County,1/31/2025,
75586,9872,40242,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,1/31/2025,1266.577467
60408,9873,6710,zip,CT,CT,Waterbury,"New Haven-Milford, CT",New Haven County,1/31/2025,
77676,9877,45439,zip,OH,OH,Moraine,"Dayton-Kettering, OH",Montgomery County,1/31/2025,
71267,9881,30666,zip,GA,GA,Statham,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,1/31/2025,
399681,9882,94505,zip,CA,CA,Discovery Bay,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1/31/2025,
77419,9886,45050,zip,OH,OH,Middletown,"Cincinnati, OH-KY-IN",Butler County,1/31/2025,
60503,9887,6906,zip,CT,CT,Stamford,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,1/31/2025,
69286,9899,27301,zip,NC,NC,,"Greensboro-High Point, NC",Guilford County,1/31/2025,
63942,9906,15211,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,1/31/2025,1413.285229
91561,9908,76711,zip,TX,TX,Waco,"Waco, TX",McLennan County,1/31/2025,1337.98863
78732,9918,47713,zip,IN,IN,Evansville,"Evansville, IN-KY",Vanderburgh County,1/31/2025,845.3120193
92641,9921,78730,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,1/31/2025,
86348,9922,64109,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,1/31/2025,1166.435744
67754,9923,23510,zip,VA,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,1/31/2025,1752.461122
63939,9928,15208,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,1/31/2025,1712.351629
73491,9932,35501,zip,AL,AL,Jasper,"Jasper, AL",Walker County,1/31/2025,
85935,9934,63117,zip,MO,MO,Richmond Heights,"St. Louis, MO-IL",Saint Louis County,1/31/2025,1503.422459
93900,9937,82301,zip,WY,WY,Rawlins,"Rock Springs, WY",Carbon County,1/31/2025,
82289,9940,55439,zip,MN,MN,Edina,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1/31/2025,
58789,9943,2494,zip,MA,MA,Needham,"Boston-Cambridge-Newton, MA-NH",Norfolk County,1/31/2025,3230.872552
77505,9958,45214,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,1/31/2025,
97963,9964,95065,zip,CA,CA,Santa Cruz,"Santa Cruz-Watsonville, CA",Santa Cruz County,1/31/2025,
90315,9965,74132,zip,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,1/31/2025,
59476,9969,4412,zip,ME,ME,Brewer,"Bangor, ME",Penobscot County,1/31/2025,
94952,9970,85378,zip,AZ,AZ,Surprise,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1/31/2025,1959.590338
97412,9972,93701,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,1/31/2025,1310.515257
73094,9973,34428,zip,FL,FL,Crystal River,"Homosassa Springs, FL",Citrus County,1/31/2025,
60999,9989,8201,zip,NJ,NJ,Absecon,"Atlantic City-Hammonton, NJ",Atlantic County,1/31/2025,1929.302375
81311,9998,53235,zip,WI,WI,Saint Francis,"Milwaukee-Waukesha, WI",Milwaukee County,1/31/2025,1615.269439
65856,10011,19317,zip,PA,PA,Chadds Ford,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,1/31/2025,2161.088097
84657,10018,60661,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,2354.366152
70446,10022,29401,zip,SC,SC,Charleston,"Charleston-North Charleston, SC",Charleston County,1/31/2025,3520.284688
86347,10023,64108,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,1/31/2025,1623.081273
77497,10025,45206,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,1/31/2025,1421.46773
72928,10026,33947,zip,FL,FL,Rotonda West,"Punta Gorda, FL",Charlotte County,1/31/2025,2121.578348
77507,10027,45216,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,1/31/2025,
96757,10028,92252,zip,CA,CA,Joshua Tree,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1/31/2025,2241.23622
60582,10029,7073,zip,NJ,NJ,East Rutherford,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1/31/2025,2850.120744
73569,10042,35660,zip,AL,AL,Sheffield,"Florence-Muscle Shoals, AL",Colbert County,1/31/2025,
89295,10049,72007,zip,AR,AR,Austin,"Little Rock-North Little Rock-Conway, AR",Lonoke County,1/31/2025,
85961,10052,63144,zip,MO,MO,Brentwood,"St. Louis, MO-IL",Saint Louis County,1/31/2025,1730.532254
94634,10053,84653,zip,UT,UT,Salem,"Provo-Orem, UT",Utah County,1/31/2025,
72000,10056,32439,zip,FL,FL,Freeport,"Crestview-Fort Walton Beach-Destin, FL",Walton County,1/31/2025,1894.832616
62269,10057,11797,zip,NY,NY,Woodbury,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,1/31/2025,
75343,10058,39540,zip,MS,MS,Diberville,"Gulfport-Biloxi, MS",Harrison County,1/31/2025,
71858,10060,32204,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,1/31/2025,1500.508887
86323,10069,64076,zip,MO,MO,Odessa,"Kansas City, MO-KS",Lafayette County,1/31/2025,
67137,10072,22060,zip,VA,VA,Fort Belvoir,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,1/31/2025,2498.37539
73335,10073,35127,zip,AL,AL,Pleasant Grove,"Birmingham-Hoover, AL",Jefferson County,1/31/2025,
73300,10090,35064,zip,AL,AL,Fairfield,"Birmingham-Hoover, AL",Jefferson County,1/31/2025,
96072,10097,90094,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,4264.316104
97922,10100,95010,zip,CA,CA,Capitola,"Santa Cruz-Watsonville, CA",Santa Cruz County,1/31/2025,3440.152195
92942,10112,79382,zip,TX,TX,Wolfforth,"Lubbock, TX",Lubbock County,1/31/2025,1527.218804
83512,10116,58075,zip,ND,ND,Wahpeton,"Wahpeton, ND-MN",Richland County,1/31/2025,
86844,10119,65559,zip,MO,MO,Saint James,"Rolla, MO",Phelps County,1/31/2025,
97610,10124,94158,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1/31/2025,4050.517606
58523,10129,1863,zip,MA,MA,Chelmsford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1/31/2025,2477.998669
84307,10132,60044,zip,IL,IL,Lake Bluff,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1/31/2025,
61836,10135,10523,zip,NY,NY,Elmsford,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,1/31/2025,
97130,10138,93108,zip,CA,CA,Montecito,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1/31/2025,16609.39804
58891,10143,2762,zip,MA,MA,Plainville,"Boston-Cambridge-Newton, MA-NH",Norfolk County,1/31/2025,
99928,10143,98629,zip,WA,WA,La Center,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,1/31/2025,1835.439702
93470,10154,80549,zip,CO,CO,Wellington,"Fort Collins, CO",Larimer County,1/31/2025,
90763,10158,75210,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1/31/2025,
67785,10163,23664,zip,VA,VA,Hampton,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton City,1/31/2025,
85960,10165,63143,zip,MO,MO,Maplewood,"St. Louis, MO-IL",Saint Louis County,1/31/2025,1446.402379
72869,10169,33859,zip,FL,FL,Lake Wales,"Lakeland-Winter Haven, FL",Polk County,1/31/2025,
84548,10176,60514,zip,IL,IL,Clarendon Hills,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,1/31/2025,
84143,10182,59711,zip,MT,MT,Anaconda,"Butte-Silver Bow, MT",Deer Lodge County,1/31/2025,
93431,10185,80498,zip,CO,CO,Silverthorne,"Breckenridge, CO",Summit County,1/31/2025,
61928,10191,10927,zip,NY,NY,Haverstraw,"New York-Newark-Jersey City, NY-NJ-PA",Rockland County,1/31/2025,3066.676694
87045,10191,66025,zip,KS,KS,Eudora,"Lawrence, KS",Douglas County,1/31/2025,
62251,10194,11777,zip,NY,NY,Port Jefferson,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,1/31/2025,3099.573112
68176,10194,24504,zip,VA,VA,Lynchburg,"Lynchburg, VA",Lynchburg City,1/31/2025,1140.003345
59365,10200,4096,zip,ME,ME,Yarmouth,"Portland-South Portland, ME",Cumberland County,1/31/2025,
92944,10210,79401,zip,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,1/31/2025,997.8885869
60536,10218,7020,zip,NJ,NJ,Edgewater,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1/31/2025,4116.139219
60478,10225,6855,zip,CT,CT,Norwalk,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,1/31/2025,2797.653709
79478,10230,48915,zip,MI,MI,Lansing,"Lansing-East Lansing, MI",Ingham County,1/31/2025,
89440,10237,72202,zip,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,1/31/2025,1057.683023
60268,10244,6371,zip,CT,CT,Old Lyme,"Norwich-New London, CT",New London County,1/31/2025,
69720,10252,28107,zip,NC,NC,Midland,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,1/31/2025,
73748,10253,36104,zip,AL,AL,Montgomery,"Montgomery, AL",Montgomery County,1/31/2025,1541.916492
60799,10255,7760,zip,NJ,NJ,Rumson,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,1/31/2025,
96058,10257,90077,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,
78140,10258,46407,zip,IN,IN,Gary,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1/31/2025,1236.300848
77948,10259,46069,zip,IN,IN,Sheridan,"Indianapolis-Carmel-Anderson, IN",Hamilton County,1/31/2025,
96148,10263,90401,zip,CA,CA,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,3527.925016
82464,10274,55805,zip,MN,MN,Duluth,"Duluth, MN-WI",Saint Louis County,1/31/2025,1212.606475
59188,10276,3766,zip,NH,NH,Lebanon,"Lebanon, NH-VT",Grafton County,1/31/2025,2113.229111
67518,10280,23075,zip,VA,VA,Highland Springs,"Richmond, VA",Henrico County,1/31/2025,
70952,10292,30187,zip,GA,GA,Winston,"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,1/31/2025,
60488,10295,6878,zip,CT,CT,Greenwich,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,1/31/2025,
93311,10307,80235,zip,CO,CO,Lakewood,"Denver-Aurora-Lakewood, CO",Jefferson County,1/31/2025,1980.882655
67605,10317,23230,zip,VA,VA,Henrico,"Richmond, VA",Henrico County,1/31/2025,1792.312086
60744,10331,7656,zip,NJ,NJ,Park Ridge,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1/31/2025,2903.879325
73100,10343,34434,zip,FL,FL,Dunnellon,"Homosassa Springs, FL",Citrus County,1/31/2025,1659.368969
96834,10348,92359,zip,CA,CA,Mentone,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1/31/2025,
59338,10350,4064,zip,ME,ME,Old Orchard Beach,"Portland-South Portland, ME",York County,1/31/2025,
94720,10355,85004,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1/31/2025,1724.054119
61621,10357,10007,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1/31/2025,7083.432443
93481,10360,80615,zip,CO,CO,Eaton,"Greeley, CO",Weld County,1/31/2025,
71834,10364,32169,zip,FL,FL,New Smyrna Beach,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,1/31/2025,2928.433925
65101,10375,17547,zip,PA,PA,Marietta,"Lancaster, PA",Lancaster County,1/31/2025,
94767,10376,85054,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1/31/2025,2045.311491
65560,10378,18651,zip,PA,PA,Plymouth,"Scranton--Wilkes-Barre, PA",Luzerne County,1/31/2025,
95926,10390,89451,zip,NV,NV,Incline Village,"Reno, NV",Washoe County,1/31/2025,
60498,10390,6901,zip,CT,CT,Stamford,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,1/31/2025,2854.920529
94403,10393,84036,zip,UT,UT,Kamas,"Heber, UT",Wasatch County,1/31/2025,
94425,10396,84060,zip,UT,UT,Park City,"Heber, UT",Summit County,1/31/2025,3343.869809
87867,10403,68117,zip,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,1/31/2025,
72098,10409,32603,zip,FL,FL,Gainesville,"Gainesville, FL",Alachua County,1/31/2025,1932.771563
71209,10413,30566,zip,GA,GA,Oakwood,"Gainesville, GA",Hall County,1/31/2025,1655.94831
73963,10417,36604,zip,AL,AL,Mobile,"Mobile, AL",Mobile County,1/31/2025,1141.245874
96087,10422,90211,zip,CA,CA,Beverly Hills,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,3085.691246
97326,10423,93546,zip,CA,CA,Mammoth Lakes,,Mono County,1/31/2025,
84291,10424,60022,zip,IL,IL,Glencoe,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,
60956,10425,8066,zip,NJ,NJ,West Deptford Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,1/31/2025,
60990,10428,8102,zip,NJ,NJ,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,1/31/2025,
99726,10431,98337,zip,WA,WA,Bremerton,"Bremerton-Silverdale-Port Orchard, WA",Kitsap County,1/31/2025,1697.137145
96037,10447,90056,zip,CA,CA,Ladera Heights,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,
71466,10448,31201,zip,GA,GA,Macon,"Macon-Bibb County, GA",Bibb County,1/31/2025,1047.734429
92574,10452,78639,zip,TX,TX,Kingsland,,Llano County,1/31/2025,
77307,10464,44707,zip,OH,OH,Canton,"Canton-Massillon, OH",Stark County,1/31/2025,
78023,10465,46204,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,1/31/2025,1577.89784
94728,10470,85012,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1/31/2025,1585.754779
58774,10471,2466,zip,MA,MA,Newton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1/31/2025,3242.2803
72239,10475,32814,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,1/31/2025,2336.406829
61854,10477,10547,zip,NY,NY,Lake Mohegan,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,1/31/2025,
92327,10484,78231,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1/31/2025,1311.758326
82466,10487,55807,zip,MN,MN,Duluth,"Duluth, MN-WI",Saint Louis County,1/31/2025,
86366,10488,64129,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,1/31/2025,1147.656404
87247,10498,66617,zip,KS,KS,Topeka,"Topeka, KS",Shawnee County,1/31/2025,1228.164134
61632,10508,10018,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1/31/2025,4601.636352
76572,10513,43203,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,1/31/2025,1322.505868
59517,10515,4468,zip,ME,ME,Old Town,"Bangor, ME",Penobscot County,1/31/2025,1461.831657
63793,10517,14870,zip,NY,NY,Painted Post,"Corning, NY",Steuben County,1/31/2025,1400.149872
82465,10521,55806,zip,MN,MN,Duluth,"Duluth, MN-WI",Saint Louis County,1/31/2025,1203.212149
88052,10535,68528,zip,NE,NE,Lincoln,"Lincoln, NE",Lancaster County,1/31/2025,1412.941004
72431,10536,33128,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1/31/2025,2879.949604
75869,10541,41014,zip,KY,KY,Covington,"Cincinnati, OH-KY-IN",Kenton County,1/31/2025,
96621,10548,92067,zip,CA,CA,Rancho Santa Fe,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1/31/2025,
91525,10549,76655,zip,TX,TX,Lorena,"Waco, TX",McLennan County,1/31/2025,
81285,10551,53205,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,1/31/2025,1405.743887
90956,10554,75495,zip,TX,TX,Van Alstyne,"Sherman-Denison, TX",Grayson County,1/31/2025,
